Gender,Age,BMI,Duration,Heart Rate,Body Temperature,Calorie Consumption
male,73,26.04,7.0,92.0,39.3,44.0
male,42,26.53,26.0,103.0,41.3,172.0
female,23,22.23,27.0,105.0,40.4,158.0
male,22,21.97,6.0,82.0,39.5,11.0
male,28,24.86,25.0,96.0,40.9,108.0
female,20,22.15,23.0,96.0,40.5,112.0
female,36,22.76,14.0,92.0,39.7,66.0
male,26,25.74,10.0,88.0,39.7,36.0
male,59,25.82,4.0,89.0,38.7,19.0
female,22,21.64,10.0,94.0,39.5,49.0
female,50,24.22,26.0,100.0,40.6,149.0
male,22,26.33,2.0,81.0,38.6,4.0
female,52,23.94,28.0,115.0,40.6,206.0
female,31,23.11,23.0,94.0,40.9,111.0
male,68,28.33,28.0,105.0,41.1,226.0
female,48,22.76,11.0,94.0,39.3,56.0
male,31,27.17,7.0,92.0,39.7,30.0
female,23,23.73,15.0,91.0,40.2,67.0
male,24,24.62,22.0,102.0,40.7,111.0
male,58,25.35,27.0,107.0,40.7,199.0
female,32,22.28,15.0,102.0,40.3,85.0
female,21,22.67,2.0,77.0,38.1,6.0
male,63,24.5,28.0,105.0,40.9,219.0
male,77,26.47,21.0,102.0,39.9,162.0
male,49,24.05,25.0,110.0,40.5,190.0
male,26,25.48,30.0,108.0,40.7,190.0
female,53,23.23,9.0,87.0,39.5,40.0
female,31,24.03,9.0,92.0,40.1,40.0
female,32,24.24,3.0,75.0,38.5,8.0
female,35,22.41,8.0,85.0,39.8,31.0
female,66,25.0,21.0,100.0,40.7,130.0
female,40,24.34,7.0,89.0,39.9,32.0
male,62,26.56,22.0,97.0,40.6,139.0
female,24,22.94,3.0,88.0,38.5,12.0
male,37,25.42,11.0,96.0,39.5,55.0
male,49,24.86,9.0,95.0,39.4,48.0
male,32,25.25,24.0,107.0,40.4,160.0
female,46,23.05,13.0,94.0,39.9,67.0
male,59,23.67,25.0,105.0,41.2,178.0
female,42,24.09,17.0,91.0,40.4,79.0
male,44,25.11,9.0,85.0,39.6,32.0
female,74,25.14,22.0,103.0,40.4,140.0
male,68,27.42,14.0,92.0,40.3,86.0
male,58,24.81,16.0,97.0,40.3,97.0
male,32,23.63,28.0,117.0,40.7,217.0
male,34,25.23,21.0,91.0,40.6,88.0
female,23,22.66,21.0,106.0,40.3,127.0
female,52,22.79,7.0,88.0,39.2,32.0
female,28,24.61,5.0,85.0,39.1,19.0
female,47,22.31,20.0,103.0,40.7,121.0
male,24,24.09,12.0,92.0,39.8,40.0
female,73,22.86,9.0,91.0,39.8,48.0
male,76,27.94,25.0,100.0,40.4,195.0
male,65,25.97,10.0,91.0,39.9,52.0
male,29,23.72,4.0,81.0,39.1,8.0
male,20,25.56,26.0,104.0,40.8,136.0
male,33,25.74,6.0,86.0,39.1,20.0
female,33,21.11,3.0,83.0,38.7,11.0
male,34,23.78,26.0,103.0,40.7,144.0
female,43,23.44,13.0,89.0,40.1,59.0
female,47,24.73,10.0,97.0,39.8,53.0
female,65,23.45,8.0,90.0,39.2,38.0
female,22,23.92,29.0,99.0,40.8,152.0
male,28,25.11,8.0,94.0,39.4,34.0
female,30,24.34,3.0,87.0,38.7,12.0
male,20,24.81,1.0,76.0,37.8,1.0
male,32,24.99,28.0,110.0,40.9,197.0
female,56,22.57,20.0,103.0,40.0,124.0
male,67,25.46,15.0,106.0,40.3,120.0
male,62,24.5,9.0,88.0,39.7,48.0
female,33,22.04,17.0,97.0,40.4,86.0
male,46,23.76,25.0,108.0,40.3,185.0
male,79,24.94,8.0,90.0,39.6,49.0
female,57,24.67,11.0,85.0,40.0,49.0
female,49,23.67,11.0,87.0,39.9,48.0
male,41,25.15,14.0,100.0,40.3,81.0
male,38,26.64,19.0,112.0,40.3,137.0
male,28,23.52,24.0,98.0,40.6,115.0
male,31,23.52,19.0,98.0,40.6,93.0
male,48,24.97,8.0,87.0,39.5,34.0
male,41,24.97,26.0,106.0,40.6,170.0
male,71,25.49,6.0,92.0,39.1,38.0
female,30,24.69,26.0,99.0,40.7,139.0
female,30,24.02,18.0,94.0,40.5,86.0
female,29,22.21,26.0,111.0,40.9,174.0
male,34,25.99,5.0,82.0,39.1,14.0
male,42,27.25,29.0,108.0,40.6,197.0
female,51,23.81,17.0,105.0,40.4,107.0
male,35,26.31,19.0,100.0,40.5,106.0
female,28,22.99,3.0,85.0,38.6,11.0
female,33,22.88,6.0,90.0,39.0,25.0
female,22,21.88,23.0,98.0,40.5,120.0
male,64,24.68,22.0,102.0,40.5,151.0
female,57,23.12,18.0,91.0,40.1,91.0
female,42,22.72,18.0,95.0,40.5,95.0
male,24,25.75,23.0,101.0,40.8,119.0
male,49,28.01,3.0,82.0,38.4,10.0
male,32,23.92,19.0,99.0,40.2,96.0
male,78,25.83,13.0,98.0,40.1,92.0
female,53,22.86,24.0,107.0,40.7,159.0
male,68,25.77,21.0,105.0,40.4,169.0
male,47,27.0,15.0,98.0,40.2,93.0
female,51,23.61,15.0,96.0,40.6,83.0
female,64,23.63,22.0,92.0,40.6,116.0
male,51,23.98,17.0,87.0,40.1,75.0
female,23,23.5,26.0,98.0,40.8,137.0
female,42,21.91,15.0,94.0,40.5,79.0
male,23,23.15,8.0,88.0,39.4,23.0
male,70,26.86,4.0,83.0,39.1,19.0
male,53,26.32,11.0,88.0,40.0,52.0
male,28,24.81,16.0,98.0,40.1,76.0
female,48,24.15,10.0,92.0,40.0,47.0
female,43,24.44,22.0,99.0,40.6,124.0
female,21,22.41,7.0,89.0,39.8,28.0
male,26,24.44,22.0,104.0,40.6,127.0
female,53,23.18,19.0,95.0,40.0,101.0
female,32,23.26,26.0,103.0,40.9,150.0
male,24,23.36,9.0,90.0,39.8,34.0
male,30,24.98,13.0,93.0,40.2,56.0
female,31,22.79,27.0,104.0,41.1,158.0
male,21,26.26,22.0,107.0,40.6,129.0
male,35,24.86,10.0,93.0,39.8,44.0
male,56,25.99,11.0,94.0,39.7,66.0
female,34,21.79,28.0,107.0,40.8,181.0
female,29,24.78,14.0,101.0,40.1,79.0
female,23,23.6,21.0,113.0,40.5,145.0
female,22,24.84,28.0,110.0,40.7,180.0
male,42,24.49,15.0,98.0,40.4,81.0
female,40,23.04,15.0,95.0,40.5,75.0
male,28,25.9,2.0,79.0,38.1,4.0
male,49,26.02,17.0,100.0,40.5,110.0
male,28,24.38,9.0,93.0,39.6,35.0
male,56,24.47,5.0,86.0,39.0,23.0
female,41,21.87,29.0,103.0,41.2,175.0
male,38,24.49,27.0,95.0,40.6,137.0
female,21,24.49,27.0,106.0,40.6,166.0
male,73,26.87,21.0,94.0,40.5,136.0
male,48,27.17,24.0,102.0,40.4,156.0
female,53,24.0,8.0,89.0,39.7,37.0
male,43,25.88,16.0,102.0,40.0,97.0
male,20,24.0,18.0,99.0,40.3,77.0
male,22,25.11,28.0,105.0,40.6,156.0
male,50,26.04,11.0,93.0,40.1,58.0
male,46,26.29,10.0,95.0,39.9,53.0
female,40,22.77,19.0,100.0,40.5,108.0
female,71,24.46,11.0,90.0,40.0,56.0
male,20,25.69,19.0,106.0,40.3,103.0
male,68,25.51,22.0,101.0,40.1,164.0
male,50,24.68,13.0,98.0,40.1,73.0
male,24,25.77,2.0,78.0,38.2,3.0
female,25,22.55,15.0,99.0,40.2,80.0
male,34,26.81,17.0,96.0,40.4,88.0
female,42,25.95,14.0,98.0,40.3,74.0
female,29,20.41,16.0,101.0,40.0,94.0
male,40,23.67,6.0,87.0,39.1,20.0
female,77,24.54,9.0,85.0,39.3,41.0
male,46,26.49,20.0,98.0,41.0,112.0
female,78,25.16,12.0,96.0,39.7,69.0
male,35,26.59,24.0,99.0,40.9,130.0
male,21,25.25,21.0,98.0,40.6,100.0
female,45,23.42,27.0,104.0,40.6,169.0
female,56,21.97,27.0,108.0,41.0,183.0
female,74,25.78,29.0,110.0,40.8,211.0
male,46,25.62,6.0,86.0,39.6,23.0
male,21,23.95,14.0,95.0,40.0,58.0
male,26,23.15,4.0,77.0,39.2,5.0
male,63,25.5,12.0,90.0,39.8,62.0
female,34,20.96,3.0,90.0,38.7,14.0
male,68,25.22,23.0,107.0,40.5,196.0
male,56,26.26,16.0,91.0,39.9,82.0
male,21,26.06,28.0,108.0,40.7,163.0
male,20,24.39,25.0,99.0,40.7,108.0
female,35,23.92,15.0,102.0,40.3,87.0
male,25,25.77,18.0,99.0,40.4,91.0
female,62,20.09,26.0,108.0,40.8,186.0
female,63,22.05,8.0,83.0,39.4,34.0
female,46,24.03,11.0,97.0,40.2,61.0
male,46,26.12,21.0,97.0,40.5,113.0
male,24,24.88,5.0,82.0,39.2,11.0
male,43,26.2,13.0,83.0,40.3,42.0
female,27,23.94,2.0,81.0,38.3,7.0
male,65,27.04,14.0,96.0,39.9,86.0
female,63,22.22,7.0,88.0,39.4,35.0
male,59,26.26,20.0,102.0,40.5,146.0
female,34,22.37,7.0,97.0,39.2,38.0
female,57,23.66,28.0,105.0,41.2,179.0
male,28,25.5,10.0,85.0,39.7,30.0
male,31,24.02,14.0,97.0,40.3,71.0
female,30,23.95,16.0,87.0,40.2,65.0
male,38,24.86,2.0,80.0,38.6,5.0
female,54,24.86,29.0,107.0,40.5,190.0
male,54,26.3,9.0,82.0,39.6,36.0
male,31,26.04,15.0,92.0,40.5,64.0
male,73,24.74,29.0,109.0,40.8,240.0
female,75,23.42,27.0,114.0,41.0,212.0
male,39,27.14,22.0,97.0,40.5,108.0
male,26,23.36,5.0,87.0,39.2,15.0
female,28,23.94,23.0,111.0,41.0,153.0
male,58,24.94,10.0,91.0,39.6,53.0
male,79,26.47,18.0,99.0,41.0,142.0
female,26,20.8,15.0,95.0,40.2,74.0
female,53,22.55,23.0,105.0,40.7,150.0
female,33,20.96,17.0,94.0,40.0,85.0
male,60,28.08,3.0,88.0,38.8,15.0
male,53,24.45,5.0,84.0,39.3,19.0
male,26,24.84,3.0,86.0,39.1,9.0
male,23,25.9,3.0,91.0,38.6,10.0
female,31,22.15,2.0,77.0,38.1,6.0
male,20,25.47,24.0,107.0,40.5,135.0
male,32,25.86,30.0,111.0,40.7,201.0
male,61,26.8,28.0,108.0,41.1,232.0
male,27,26.31,13.0,92.0,40.0,52.0
female,42,25.36,6.0,86.0,39.3,23.0
female,22,22.43,18.0,97.0,40.4,92.0
female,71,24.61,19.0,91.0,40.3,99.0
female,28,21.97,10.0,87.0,39.4,41.0
male,38,24.58,26.0,113.0,41.1,192.0
female,43,23.05,2.0,79.0,38.2,7.0
male,21,24.02,27.0,97.0,40.8,116.0
male,38,23.25,21.0,102.0,40.5,120.0
male,46,25.62,2.0,90.0,38.0,9.0
male,49,26.04,3.0,84.0,38.5,12.0
male,33,25.03,4.0,89.0,38.6,14.0
female,61,22.57,8.0,85.0,39.5,35.0
male,35,24.67,24.0,108.0,40.3,162.0
male,32,24.26,27.0,115.0,40.5,212.0
female,38,23.01,20.0,94.0,40.8,101.0
male,58,24.1,23.0,98.0,40.9,145.0
female,46,22.68,2.0,85.0,37.7,8.0
female,25,23.94,11.0,92.0,40.0,49.0
female,23,21.63,9.0,92.0,39.4,42.0
female,24,24.38,18.0,93.0,40.6,82.0
female,38,22.49,3.0,85.0,39.1,12.0
female,29,22.21,17.0,98.0,40.6,93.0
female,79,23.71,8.0,86.0,39.9,39.0
female,37,22.57,25.0,106.0,40.7,155.0
female,22,23.83,16.0,102.0,40.4,90.0
male,20,24.76,20.0,92.0,40.2,69.0
female,57,24.38,18.0,114.0,40.4,133.0
male,58,24.49,12.0,92.0,39.7,67.0
female,32,23.63,5.0,90.0,39.0,23.0
female,32,22.79,2.0,77.0,38.2,6.0
female,42,22.31,27.0,113.0,40.9,194.0
female,50,22.37,2.0,79.0,38.4,8.0
female,44,25.35,12.0,93.0,40.0,58.0
male,27,24.77,21.0,106.0,40.6,120.0
female,38,22.09,13.0,89.0,40.2,57.0
female,23,22.72,18.0,97.0,40.1,89.0
female,31,23.83,16.0,101.0,40.1,91.0
female,52,25.11,22.0,105.0,40.5,143.0
male,46,25.03,24.0,104.0,41.0,156.0
female,56,23.44,5.0,89.0,39.0,24.0
female,39,23.62,6.0,78.0,39.1,19.0
male,66,27.73,26.0,114.0,40.7,242.0
female,62,26.67,22.0,103.0,40.5,135.0
female,63,24.44,3.0,87.0,38.5,14.0
female,77,22.81,28.0,103.0,40.6,190.0
female,54,23.33,23.0,92.0,40.9,111.0
female,43,23.93,9.0,94.0,39.2,47.0
male,30,26.17,28.0,107.0,40.7,173.0
male,74,25.7,20.0,101.0,40.5,150.0
female,25,23.05,8.0,85.0,39.5,30.0
male,43,27.15,17.0,107.0,40.2,122.0
male,40,27.78,29.0,111.0,41.0,216.0
female,61,25.04,28.0,114.0,40.9,208.0
female,56,23.38,3.0,85.0,38.7,13.0
female,67,24.34,8.0,89.0,39.3,39.0
female,72,26.31,11.0,92.0,40.1,59.0
male,32,25.77,21.0,111.0,40.8,151.0
male,51,24.26,1.0,76.0,37.8,2.0
female,67,23.23,17.0,90.0,40.3,86.0
male,65,25.24,19.0,97.0,40.3,113.0
male,35,24.18,23.0,112.0,41.0,170.0
male,32,25.74,7.0,90.0,39.4,27.0
male,57,23.04,3.0,71.0,39.0,6.0
female,50,23.63,24.0,101.0,40.7,144.0
female,24,23.78,8.0,91.0,39.8,34.0
female,55,23.67,14.0,87.0,40.0,63.0
male,23,25.77,15.0,101.0,40.0,79.0
male,79,25.35,11.0,89.0,40.1,62.0
male,35,25.1,12.0,97.0,40.2,57.0
female,31,24.28,3.0,83.0,38.4,11.0
male,35,26.87,24.0,108.0,40.8,161.0
female,70,25.48,8.0,87.0,39.4,38.0
male,65,24.49,5.0,85.0,39.1,24.0
female,58,21.88,22.0,99.0,40.6,131.0
male,22,26.4,29.0,115.0,40.7,201.0
female,24,22.72,20.0,99.0,40.2,104.0
female,49,24.44,27.0,106.0,41.0,175.0
female,26,22.23,11.0,101.0,40.0,60.0
male,21,26.31,4.0,81.0,38.5,8.0
male,23,23.57,29.0,115.0,40.9,207.0
female,39,24.52,15.0,93.0,40.0,74.0
male,33,26.3,20.0,100.0,40.4,103.0
female,28,22.27,3.0,81.0,38.8,10.0
female,70,23.42,12.0,94.0,40.4,67.0
male,38,25.66,8.0,84.0,39.8,25.0
male,27,24.41,16.0,88.0,39.8,54.0
male,53,26.22,14.0,93.0,40.0,73.0
female,38,24.11,17.0,100.0,40.3,93.0
female,54,23.11,6.0,85.0,39.4,26.0
male,32,25.73,16.0,97.0,40.0,75.0
male,28,22.94,21.0,107.0,40.6,125.0
female,27,22.53,25.0,105.0,40.8,147.0
female,54,23.96,4.0,86.0,39.1,17.0
female,56,25.71,18.0,98.0,40.4,101.0
male,26,26.02,15.0,95.0,40.1,66.0
male,25,24.74,11.0,92.0,39.9,44.0
male,45,25.85,19.0,102.0,40.4,116.0
female,21,22.86,5.0,81.0,39.3,16.0
female,21,20.66,4.0,75.0,38.9,11.0
female,36,23.23,11.0,89.0,39.8,49.0
male,78,25.77,15.0,83.0,40.5,78.0
male,49,24.54,5.0,84.0,39.2,18.0
male,60,26.61,1.0,87.0,37.7,5.0
male,32,25.26,19.0,99.0,40.5,93.0
male,73,27.45,2.0,91.0,38.0,12.0
female,22,21.87,3.0,88.0,38.3,12.0
male,76,26.81,7.0,84.0,39.1,35.0
female,50,24.24,7.0,98.0,39.6,39.0
female,20,23.74,9.0,93.0,39.7,42.0
female,43,23.11,4.0,76.0,39.1,12.0
female,45,24.03,15.0,93.0,40.1,76.0
male,23,22.53,26.0,105.0,41.1,139.0
female,23,23.74,25.0,108.0,41.1,159.0
female,25,23.62,19.0,99.0,40.6,101.0
male,22,24.74,1.0,79.0,37.5,2.0
female,58,23.18,26.0,105.0,40.8,166.0
male,27,24.36,3.0,79.0,38.7,6.0
male,60,24.88,13.0,82.0,40.2,52.0
female,37,24.57,26.0,105.0,40.9,157.0
female,24,21.88,24.0,105.0,40.6,140.0
female,75,23.26,16.0,102.0,40.3,103.0
male,52,25.08,30.0,112.0,41.0,241.0
female,49,23.95,10.0,80.0,40.0,36.0
female,31,22.72,3.0,84.0,39.1,12.0
male,23,22.91,16.0,105.0,40.2,91.0
male,27,26.22,15.0,96.0,40.2,66.0
female,42,22.68,14.0,88.0,40.2,62.0
male,36,24.77,23.0,98.0,40.5,114.0
male,29,24.33,4.0,85.0,39.1,12.0
female,57,23.31,27.0,107.0,41.1,180.0
male,64,27.1,4.0,83.0,38.9,17.0
male,63,25.59,16.0,86.0,40.2,74.0
female,57,23.53,27.0,108.0,40.8,185.0
male,70,27.42,18.0,97.0,40.5,125.0
female,53,22.06,2.0,85.0,38.0,9.0
female,50,23.23,17.0,95.0,40.1,91.0
female,68,22.21,8.0,86.0,39.5,39.0
male,64,27.66,27.0,96.0,40.5,165.0
male,31,26.26,22.0,94.0,40.5,96.0
female,33,25.31,7.0,95.0,39.4,34.0
female,76,23.61,22.0,98.0,40.6,136.0
female,25,22.99,7.0,100.0,39.3,36.0
female,55,22.89,9.0,88.0,40.0,43.0
male,27,26.04,16.0,95.0,40.3,71.0
female,42,23.14,8.0,94.0,39.5,40.0
female,54,21.36,24.0,107.0,40.6,163.0
female,68,23.42,26.0,110.0,41.3,188.0
female,33,22.89,4.0,80.0,38.7,14.0
male,27,23.71,3.0,85.0,38.6,9.0
male,20,23.04,18.0,87.0,40.1,47.0
female,28,21.83,27.0,99.0,41.1,146.0
male,54,26.3,25.0,106.0,40.7,189.0
male,42,24.21,14.0,93.0,40.0,68.0
male,43,25.76,11.0,94.0,39.8,52.0
female,48,23.88,14.0,85.0,40.0,58.0
male,52,26.67,5.0,86.0,39.2,20.0
female,65,22.41,12.0,98.0,40.0,71.0
female,31,23.44,12.0,95.0,40.2,60.0
male,40,25.85,8.0,83.0,39.6,24.0
male,62,26.83,16.0,99.0,40.6,105.0
male,29,26.3,8.0,84.0,39.6,23.0
female,50,23.34,30.0,106.0,41.1,196.0
male,73,26.32,10.0,97.0,39.4,70.0
male,37,26.04,6.0,82.0,39.1,19.0
female,60,24.01,12.0,100.0,39.9,72.0
male,25,24.22,10.0,88.0,39.9,31.0
female,34,22.5,14.0,92.0,40.2,70.0
male,29,23.27,21.0,102.0,40.4,114.0
female,20,23.23,2.0,74.0,38.2,5.0
male,35,26.12,26.0,106.0,40.7,162.0
male,35,23.99,19.0,100.0,40.6,102.0
male,45,26.85,7.0,91.0,39.4,30.0
female,46,23.03,26.0,106.0,41.0,166.0
male,50,23.16,5.0,83.0,39.2,18.0
female,78,24.0,8.0,87.0,39.6,40.0
female,40,24.77,3.0,92.0,38.7,14.0
female,66,24.44,23.0,99.0,40.8,135.0
female,61,24.03,23.0,102.0,40.5,144.0
female,48,24.92,17.0,87.0,40.0,75.0
female,20,22.28,10.0,84.0,40.2,35.0
female,50,23.53,3.0,84.0,38.4,12.0
female,64,25.72,20.0,94.0,41.0,109.0
male,48,27.78,6.0,81.0,39.4,22.0
male,29,26.02,24.0,103.0,40.6,137.0
female,47,22.1,17.0,95.0,40.4,90.0
female,20,21.77,15.0,98.0,40.3,77.0
male,32,26.54,23.0,106.0,40.6,143.0
female,59,25.36,17.0,92.0,40.3,82.0
female,20,20.28,20.0,102.0,40.7,111.0
male,64,25.64,18.0,100.0,40.4,133.0
male,31,26.86,4.0,85.0,38.7,13.0
female,30,23.26,7.0,91.0,39.6,31.0
female,72,23.95,19.0,102.0,40.2,121.0
female,45,24.52,8.0,94.0,39.6,41.0
male,29,25.21,20.0,101.0,40.0,100.0
female,37,22.15,20.0,105.0,40.3,122.0
female,24,23.67,12.0,89.0,40.0,50.0
female,38,22.41,9.0,99.0,39.5,49.0
male,57,24.82,28.0,109.0,40.6,214.0
female,50,23.92,26.0,108.0,40.7,176.0
female,40,23.62,29.0,97.0,41.0,150.0
female,24,24.62,27.0,101.0,41.0,145.0
male,47,25.23,13.0,95.0,40.3,71.0
male,50,24.25,13.0,97.0,40.3,74.0
female,46,22.81,25.0,113.0,40.5,183.0
male,38,26.59,5.0,82.0,39.2,15.0
male,30,26.6,21.0,103.0,40.8,123.0
female,42,25.15,21.0,96.0,40.4,110.0
female,56,25.1,19.0,103.0,40.7,117.0
female,39,22.48,26.0,105.0,41.1,164.0
male,64,26.04,13.0,87.0,40.3,67.0
male,35,24.93,3.0,82.0,38.7,8.0
male,73,26.5,12.0,89.0,40.0,73.0
male,26,27.16,4.0,91.0,38.8,15.0
female,40,24.88,14.0,90.0,40.3,65.0
female,63,24.96,8.0,88.0,40.2,37.0
male,40,24.51,22.0,101.0,40.5,121.0
female,33,22.37,16.0,88.0,40.3,71.0
female,64,21.88,19.0,101.0,40.6,117.0
female,21,22.47,7.0,82.0,39.4,23.0
male,41,25.38,29.0,100.0,41.0,166.0
male,58,27.14,16.0,94.0,40.2,95.0
female,21,21.2,1.0,76.0,37.7,3.0
male,28,25.17,22.0,109.0,40.4,143.0
female,28,23.72,1.0,83.0,37.7,4.0
male,44,26.49,28.0,110.0,41.2,205.0
female,20,23.18,17.0,93.0,40.3,76.0
male,59,25.85,9.0,87.0,39.6,41.0
male,22,24.08,14.0,105.0,40.0,78.0
male,35,25.24,2.0,79.0,38.6,5.0
male,24,25.85,9.0,85.0,39.8,23.0
male,60,27.02,26.0,112.0,40.6,232.0
male,55,24.69,16.0,98.0,40.3,100.0
female,39,23.1,16.0,98.0,40.4,84.0
male,45,24.47,10.0,91.0,39.9,48.0
male,59,27.14,22.0,99.0,40.3,142.0
female,38,22.86,2.0,85.0,38.3,8.0
male,20,24.15,3.0,85.0,39.0,7.0
male,37,26.28,24.0,104.0,40.4,149.0
female,37,24.57,21.0,96.0,40.5,106.0
male,38,26.84,14.0,90.0,39.8,62.0
female,33,22.21,18.0,93.0,40.1,89.0
female,60,25.44,27.0,105.0,40.9,179.0
female,62,22.94,10.0,82.0,39.6,39.0
male,64,26.58,26.0,107.0,40.9,207.0
male,26,22.92,3.0,82.0,38.5,7.0
male,62,26.32,11.0,93.0,40.1,65.0
female,56,23.73,5.0,91.0,38.7,25.0
female,53,24.17,13.0,98.0,40.3,73.0
male,25,26.17,22.0,96.0,40.8,108.0
male,60,25.04,28.0,102.0,40.7,185.0
male,25,25.71,21.0,98.0,40.2,108.0
female,37,24.77,19.0,106.0,40.4,115.0
female,22,22.13,6.0,98.0,39.3,30.0
female,46,23.34,28.0,109.0,41.0,190.0
male,24,26.01,13.0,97.0,39.7,59.0
female,31,22.98,10.0,93.0,39.4,46.0
male,31,25.25,28.0,107.0,40.9,185.0
male,21,26.56,6.0,90.0,39.4,17.0
male,44,27.36,26.0,112.0,40.8,197.0
female,32,24.77,16.0,94.0,40.1,78.0
female,20,20.96,20.0,88.0,40.5,84.0
female,31,25.44,3.0,84.0,38.0,12.0
female,26,22.72,25.0,98.0,40.6,128.0
female,22,23.81,22.0,98.0,40.5,115.0
male,30,26.51,8.0,80.0,39.5,17.0
female,60,23.53,25.0,102.0,41.3,154.0
male,24,25.46,19.0,103.0,40.3,104.0
male,73,25.21,15.0,92.0,40.2,87.0
male,34,26.86,27.0,113.0,40.7,206.0
female,34,23.62,8.0,98.0,39.7,43.0
female,58,23.05,12.0,93.0,39.7,63.0
male,35,25.88,23.0,104.0,40.6,137.0
female,20,21.22,8.0,86.0,39.5,31.0
female,39,23.31,6.0,81.0,39.1,22.0
female,23,21.91,13.0,77.0,40.2,40.0
female,75,23.26,22.0,94.0,40.8,122.0
female,27,25.22,22.0,93.0,40.3,102.0
male,79,27.0,26.0,97.0,40.9,198.0
female,27,23.95,28.0,109.0,40.7,178.0
female,27,21.48,19.0,102.0,40.5,109.0
male,40,25.42,25.0,102.0,40.7,150.0
male,25,22.88,21.0,106.0,40.5,121.0
male,68,25.76,5.0,88.0,39.2,25.0
male,44,26.96,16.0,91.0,40.2,69.0
female,30,21.61,28.0,105.0,41.4,169.0
male,49,25.66,9.0,87.0,39.5,37.0
male,76,26.53,16.0,98.0,40.3,114.0
male,70,25.25,14.0,83.0,40.2,62.0
female,44,21.93,16.0,102.0,40.3,97.0
female,21,22.26,17.0,98.0,40.2,91.0
female,36,21.6,17.0,91.0,40.4,80.0
male,55,26.31,24.0,112.0,40.8,204.0
female,40,23.14,23.0,107.0,40.8,151.0
male,45,24.97,5.0,88.0,39.5,20.0
female,64,24.97,21.0,102.0,40.6,133.0
female,52,22.6,14.0,89.0,40.4,64.0
male,20,24.34,9.0,88.0,39.8,24.0
male,76,25.38,11.0,87.0,40.0,60.0
female,22,23.94,27.0,113.0,40.9,183.0
male,75,26.31,7.0,86.0,39.5,38.0
female,31,24.01,22.0,100.0,40.9,121.0
female,20,22.37,27.0,101.0,41.1,150.0
female,22,21.55,14.0,101.0,40.3,76.0
female,27,23.95,27.0,106.0,40.5,163.0
male,67,25.78,9.0,92.0,40.1,48.0
female,29,23.19,5.0,85.0,38.8,20.0
male,45,25.77,6.0,91.0,39.6,29.0
male,30,25.36,8.0,85.0,39.7,23.0
female,50,22.46,11.0,95.0,40.1,58.0
female,55,23.12,24.0,105.0,40.5,157.0
male,21,24.11,19.0,103.0,40.4,97.0
female,43,22.97,4.0,95.0,38.7,21.0
female,59,25.71,29.0,105.0,40.9,188.0
male,32,25.06,17.0,108.0,40.4,110.0
male,76,27.92,16.0,90.0,40.4,101.0
male,29,23.57,3.0,80.0,38.8,6.0
female,48,21.74,5.0,82.0,39.2,19.0
male,44,25.71,5.0,97.0,39.2,25.0
male,76,27.71,18.0,93.0,40.0,120.0
female,23,23.59,29.0,108.0,41.5,179.0
male,60,24.28,20.0,96.0,40.7,115.0
male,39,26.04,20.0,100.0,40.4,116.0
female,56,22.6,8.0,86.0,39.5,35.0
male,24,24.49,14.0,88.0,40.3,42.0
male,31,24.64,12.0,98.0,40.1,60.0
female,49,22.6,11.0,96.0,39.8,60.0
male,22,23.37,27.0,112.0,40.7,176.0
male,48,27.13,1.0,80.0,38.1,3.0
male,23,26.06,3.0,88.0,38.7,9.0
male,60,24.51,2.0,84.0,38.0,8.0
female,28,24.69,7.0,88.0,39.3,29.0
female,38,25.91,2.0,81.0,38.6,7.0
male,45,26.55,27.0,110.0,41.0,210.0
female,35,24.01,3.0,86.0,38.5,12.0
male,56,25.5,5.0,84.0,39.0,22.0
female,27,22.55,17.0,95.0,40.3,85.0
male,55,25.28,21.0,105.0,40.7,148.0
female,34,23.53,25.0,100.0,40.9,137.0
female,27,22.35,2.0,79.0,38.5,7.0
male,42,26.29,17.0,87.0,40.1,71.0
male,36,24.9,14.0,91.0,40.1,59.0
female,30,22.06,5.0,83.0,38.8,18.0
female,31,22.81,5.0,79.0,39.1,17.0
male,38,24.45,19.0,99.0,40.1,101.0
male,35,24.84,29.0,112.0,40.9,198.0
female,59,24.75,7.0,90.0,39.4,35.0
male,42,23.99,11.0,94.0,40.1,53.0
male,76,25.48,22.0,103.0,40.8,176.0
male,74,24.96,20.0,101.0,40.8,152.0
male,74,28.09,3.0,82.0,38.8,14.0
male,24,22.86,13.0,99.0,39.9,56.0
male,28,24.72,16.0,96.0,40.2,71.0
male,78,26.22,30.0,110.0,40.8,270.0
male,36,24.75,12.0,94.0,40.0,58.0
female,61,24.09,10.0,95.0,39.6,55.0
male,28,24.18,10.0,106.0,40.1,61.0
male,60,25.38,8.0,84.0,39.6,34.0
male,43,24.94,10.0,93.0,39.8,49.0
male,26,25.0,17.0,105.0,39.9,103.0
female,32,22.72,9.0,87.0,39.5,36.0
male,22,23.93,6.0,81.0,39.4,12.0
female,38,23.46,3.0,85.0,38.5,12.0
male,42,25.4,14.0,92.0,39.9,64.0
male,32,25.51,29.0,105.0,40.8,185.0
male,26,24.16,22.0,97.0,40.8,95.0
female,40,22.48,19.0,98.0,40.5,106.0
male,52,25.77,20.0,98.0,40.8,126.0
male,39,24.78,20.0,91.0,40.2,85.0
